nm0353790	Frank Hagney	tt0047102	tt0042995	tt0042641	tt0041716	tt0041165	tt0043827	tt0048318	tt0042344	tt0049135	tt0043722	tt0047417	tt0047794	tt0043633	tt0050155	tt0049233	tt0046375	tt0046239	tt0047581	tt0036757	tt0051226	tt0057007	tt0042266	tt0056940	tt0045574	tt0044837	tt0056412	tt0044573	tt0050485	tt0041796	tt0052993	tt0049366	tt0042474	tt0047904	tt0041178
nm0175788	Hans Conried	tt0058456	tt0050562	tt0052527	tt0043968	tt0041716	tt0064806	tt0049038	tt0044418	tt0057341	tt0043012	tt0043669	tt0041673	tt0049011	tt0046475	tt0045339	tt0050722	tt0045479	tt0045464	tt0192008	tt0045235	tt0044138	tt0048822	tt0043849	tt0041158	tt0043743	tt0052141	tt0046322
nm0752278	Basil Ruysdael	tt0041253	tt0047365	tt0054343	tt0041257	tt0042286	tt0042809	tt0043998	tt0048474	tt0044486	tt0049140	tt0043828	tt0043915	tt0052902	tt0043615	tt0051845	tt0041368	tt0041746	tt0049844	tt0048233	tt0047885	tt0048789
nm0457839	John Kitzmiller	tt0045018	tt0042692	tt0164017	tt0046133	tt0051342	tt0044834	tt0054185	tt0056586	tt0051977	tt0136483	tt0158765	tt0054875	tt0045596	tt0056226	tt0045792	tt0044317	tt0059545	tt0040881	tt0047160	tt0043956	tt0046678	tt0045835	tt0052058	tt0167884	tt0055928	tt0052592	tt0049150	tt0058106	tt0041657	tt0055535	tt0187299	tt0052372	tt0050089	tt0214230	tt0048431	tt0046410
nm0007219	Donald Cook	tt0042819
nm0777743	Karl Schwetter	tt0043483	tt0049422	tt0044322	tt0047989
nm0178259	Melville Cooper	tt0048259	tt0043088	tt0048387	tt0042674	tt0042844	tt0051638	tt0048960	tt0041788	tt0047123	tt0041604	tt0049034	tt0049140	tt0051016	tt0042451
nm0258919	Hermann Erhardt	tt0046372	tt0359892	tt0044168	tt0048651	tt0043483	tt0042345	tt0045114	tt0048105	tt0047006	tt0236861	tt0045903	tt0048295	tt0048019	tt0044322
nm0853576	Ray Teal	tt0043338	tt0050166	tt0047424	tt0042792	tt0050296	tt0043469	tt0044136	tt0048341	tt0055257	tt0047677	tt0043276	tt0053917	tt0049036	tt0042638	tt0044919	tt0044486	tt0044476	tt0041929	tt0041117	tt0047985	tt0055318	tt0048535	tt0050923	tt0051690	tt0044838	tt0044683	tt0051046	tt0044015	tt0065547	tt0043557	tt0042819	tt0043131	tt0048570	tt0046865	tt0056914	tt0065979	tt0053946	tt0057905	tt0044774	tt0050470	tt0045267	tt0045329	tt0043544	tt0055031
nm0243894	Checco Durante	tt0042692	tt0042305	tt0051559	tt0047453	tt0063650	tt0052078	tt0041119	tt0045288	tt0045510	tt0045698	tt0043569	tt0051352	tt0216341	tt0044511	tt0042787	tt0044034	tt0043304	tt0045098	tt0067242	tt0046285	tt0042420	tt0124025	tt0045297	tt0043394	tt0178523	tt0044615	tt0053410
