tt0042560	Historien om Hjortholm	6.5	27
tt0042561	Hit Parade of 1951	6.2	19
tt0042562	Hjärter Knekt	5.0	63
tt0042564	Hochzeitsnacht im Paradies	6.4	10
tt0042565	Hoedown	6.3	47
tt0042566	حكم القوي	7.2	15
tt0042568	Holiday Rhythm	6.5	28
tt0042574	The Honesty of the Look	7.1	57
tt0042579	House by the River	7.1	3330
tt0042580	Hugs and Mugs	7.6	279
tt0042581	Joe Palooka in Humphrey Takes a Chance	6.5	41
tt0042582	Hunt the Man Down	6.4	606
tt0042587	I Shot Billy the Kid	5.4	77
tt0042588	I Was a Shoplifter	6.4	255
tt0042589	I'll Get By	5.9	167
tt0042590	I'll Get You for This	5.8	150
tt0042593	In a Lonely Place	8.0	29075
tt0042594	L'inafferrabile 12	6.0	17
tt0042597	The Fighting Men	5.0	31
tt0042599	Into the Blue	6.6	52
tt0042600	The Invisible Monster	4.4	214
tt0042601	Io sono il capataz	5.0	66
tt0042602	The Iroquois Trail	6.1	163
tt0042605	Maria Islands	6.9	94
tt0042609	The Jackie Robinson Story	6.4	1207
tt0042610	The Jackpot	6.8	984
tt0042614	Jetzt schlägt’s 13	6.7	108
tt0042615	Jiggs and Maggie Out West	5.8	39
tt0042617	Joe Palooka in the Squared Circle	5.8	33
tt0042618	Johnny One-Eye	5.5	127
tt0042619	Diary of a Country Priest	7.9	10776
tt0042621	Juliette, or Key of Dreams	7.0	389
tt0042622	Julius Caesar	6.5	427
tt0042625	Justice Is Done	7.1	329
tt0042627	Heart of Stone	7.3	575
tt0042628	The Kangaroo Kid	5.9	56
tt0042629	Kansas Raiders	6.2	1143
tt0042630	Kastrullresan	5.5	52
tt0042634	Key to the City	6.4	780
tt0042638	The Kid from Texas	6.5	623
tt0042639	Listen to the Voices of the Sea	6.7	24
tt0042641	Kill the Umpire	6.4	574
tt0042642	Killer Shark	4.4	199
tt0042643	The Killer That Stalked New York	6.4	1484
tt0042644	Kim	6.6	1934
tt0042645	Child of the Danube	4.6	51
tt0042646	King Solomon's Mines	6.8	5976
tt0042647	Katharinas Ehe	5.7	26
tt0042648	Kiss Tomorrow Goodbye	7.1	1946
tt0042649	Dr. Knock	7.3	523
tt0042650	Kon-Tiki	7.9	2478
tt0042655	Kvartetten som sprängdes	4.9	28
tt0042656	Kyssen på kryssen	4.3	31
tt0042657	King for One Night	5.5	15
tt0042658	Royal Children	7.0	29
tt0042660	Különös házasság	7.5	23
tt0042662	The Thief of Venice	5.4	34
tt0042663	The Lady Craved Excitement	5.6	37
tt0042664	A Lady Without Passport	6.2	830
tt0042665	Last Holiday	7.4	1659
tt0042666	Last of the Buccaneers	5.2	149
tt0042667	Law of the Badlands	6.4	83
tt0042669	The Lawless	6.7	509
tt0042672	The Lioness of Castille	5.4	33
tt0042674	Let's Dance	6.2	506
tt0042676	Love on Ice	6.1	12
tt0042677	A Life of Her Own	6.3	1063
tt0042679	Lilli Marlene	5.0	114
tt0042683	The Allure of Danger	7.8	12
tt0042684	Loffe blir polis	4.0	9
tt0042685	Lonely Heart Bandits	6.7	40
tt0042687	Louisa	6.8	434
tt0042688	Love That Brute	6.2	145
tt0042690	Love at First Bite	7.3	271
tt0042692	Variety Lights	7.1	3165
tt0042693	Lucky Losers	6.4	297
tt0042694	Les Lumières de ma ville	4.4	16
tt0042695	The Merry Wives of Windsor	6.8	20
tt0042697	Ma and Pa Kettle Go to Town	6.8	781
tt0042700	Madeleine	6.9	1618
tt0042702	The Magnificent Yankee	6.8	594
tt0042704	The House on the Dune	5.5	13
tt0042707	The Man Who Cheated Himself	6.8	2049
tt0042708	The Man in Search of Himself	7.3	10
tt0042711	The Mark of the Fox	6.9	146
tt0042712	The Naked Heart	5.1	28
tt0042713	Mark of the Gorilla	5.6	354
tt0042723	While the City Sleeps	6.5	105
tt0042727	The Men	7.1	4531
tt0042729	Film locations of Three Sinners	6.7	189
tt0042730	Mi querido capitán	7.0	26
tt0042731	Unvanquished City	5.1	42
tt0042732	Military Academy with That Tenth Avenue Gang	6.8	23
tt0042733	The Milkman	6.6	233
tt0042734	My Sister and I	5.0	61
tt0042735	The Miniver Story	6.5	780
tt0042736	Miquette	6.0	333
tt0042737	Les Miracles n'ont lieu qu'une fois	6.6	82
tt0042739	My Beautiful Daughter	5.9	68
tt0042741	The Missourians	6.4	14
tt0042742	Mister 880	7.1	1442
tt0042744	Montana	6.2	1147
tt0042746	El morocho del Abasto (La vida de Carlos Gardel)	6.8	7
tt0042748	Mosekongen	6.2	127
tt0042749	Mother Didn't Tell Me	5.9	108
tt0042752	Trio	7.1	793
tt0042753	Mr. Music	6.0	237
tt0042755	Mrs. O'Malley and Mr. Malone	6.8	483
tt0042757	The Mudlark	7.0	834
tt0042760	My General's Women	6.6	66
tt0042761	Mule Train	6.7	92
tt0042762	The Munekata Sisters	7.4	862
tt0042763	Murder Without Crime	6.4	226
tt0042765	Mussorgsky	6.8	59
tt0042767	My Blue Heaven	6.2	503
tt0042769	My Friend Irma Goes West	6.1	632
tt0042771	Mystery Street	7.2	2971
tt0042772	Mystery Submarine	5.8	143
